name,affiliation,homepage,scholarid
Micha Mandel,The Hebrew University,,NOSCHOLARPAGE
Michael Bourgeois,University of California - Santa Barbara,,NOSCHOLARPAGE
Michael Brzezinski,Purdue University,,NOSCHOLARPAGE
Michael Caldara,University of California - Irvine,,NOSCHOLARPAGE
Michael D. Siciliano,University of Illinois at Chicago,,NOSCHOLARPAGE
Michael Genkin,Singapore Management University,,NOSCHOLARPAGE
Michael H. Smith,University of California - Berkeley,,NOSCHOLARPAGE
Michael Howard,Texas A&M University,,NOSCHOLARPAGE
Michael J. Barber,AIT Austrian Institute of Technology GmbH,,NOSCHOLARPAGE
Michael J. Brusco,Florida State University,,NOSCHOLARPAGE
Michael J. Lanham,United States Military Academy,,NOSCHOLARPAGE
Michael J. Mason,Villanova University,,NOSCHOLARPAGE
Michael Johnston,University of California - Los Angeles,,NOSCHOLARPAGE
Michael K. Orbach,Duke University,,NOSCHOLARPAGE
Michael Laraia,University of Minnesota,,NOSCHOLARPAGE
Michael Levy,University of California - Davis,,NOSCHOLARPAGE
Michael Macy,Cornell University,,NOSCHOLARPAGE
Michael Mäs,University of Groningen,,NOSCHOLARPAGE
Michael Masuch,University of Amsterdam,,NOSCHOLARPAGE
Michael Mathioudakis,CNRS,,NOSCHOLARPAGE
Michael McBride,University of California - Irvine,,NOSCHOLARPAGE
Michael Muhlmeyer,California State University at Los Angeles,,NOSCHOLARPAGE
Michael Neblo,Ohio State University,,NOSCHOLARPAGE
Michael Prilla,Clausthal University of Technology,,NOSCHOLARPAGE
Michael S. Kowal,University of Massachusetts,,NOSCHOLARPAGE
Michael Salter-Townshend,University of Oxford,,NOSCHOLARPAGE
Michael Schweinberger,Rice University,,NOSCHOLARPAGE
Michael Szell,University of Vienna,,NOSCHOLARPAGE
Michael T. Heaney,University of Michigan,,NOSCHOLARPAGE
Michael TenEyck,University of Texas at Dallas,,NOSCHOLARPAGE
Michael Wältermann,University of Freiburg,,NOSCHOLARPAGE
Michael Windzio,University of Bremen,,NOSCHOLARPAGE
Michael Withers,Texas A&M University,,NOSCHOLARPAGE
Michaela Hoffman,University of Missouri,,NOSCHOLARPAGE
Michal Bojanowski,Kozminski University,,NOSCHOLARPAGE
Michel Grossetti,CNRS,,NOSCHOLARPAGE
Michel L. Ehrenhard,University of Twente,,NOSCHOLARPAGE
Michela Del Vicario,IMT School for Advanced Studies,,NOSCHOLARPAGE
Michela Iannotta,Sapienza University of Rome,,NOSCHOLARPAGE
Michele Coscia,Naxys – University of Namur,,NOSCHOLARPAGE
Michele L. Barnes,University of Hawaii at Manoa,,NOSCHOLARPAGE
Michele Starnini,University of Barcelona,,NOSCHOLARPAGE
Michele Tumminello,University of Palermo,,NOSCHOLARPAGE
Michelle Birkett,Northwestern University,,NOSCHOLARPAGE
Michelle Purcell,Drexel University,,NOSCHOLARPAGE
Miel W. Ribbe,VU University,,NOSCHOLARPAGE
Miguel Ángel Sotelo,Polytechnic School University of Alcalá,,NOSCHOLARPAGE
Miguel-Ángel Sicilia,University of Alcalá,,NOSCHOLARPAGE
Miia Sainio,University of Turku,,NOSCHOLARPAGE
Miin-Shen Yang,Chung Yuan Christian University,,NOSCHOLARPAGE
Mike Steketee,University of South Carolina,,NOSCHOLARPAGE
Mike Walmsley,University of Oxford,,NOSCHOLARPAGE
Mikko A. Salo,University of Joensuu,,NOSCHOLARPAGE
Mikko Kivelä,Helsinki University of Technology,,NOSCHOLARPAGE
Mikko Salminen,Tampere University,,NOSCHOLARPAGE
Milad Mirbabaie,University of Bremen,,NOSCHOLARPAGE
Milind Tambe,Harvard University,,NOSCHOLARPAGE
Min Fan,Shandong University,,NOSCHOLARPAGE
Min Gu,Nanjing University,,NOSCHOLARPAGE
Min Jiang 0005,Xiamen University,,NOSCHOLARPAGE
Min Long,Boise State University,,NOSCHOLARPAGE
Min Zhan,Sichuan University,,NOSCHOLARPAGE
Min Zhou 0003,Beijing Jiaotong University,,NOSCHOLARPAGE
Min-Woong Sohn,University of Chicago,,NOSCHOLARPAGE
Mineichi Kudo,Hokkaido University,,NOSCHOLARPAGE
Ming Cao 0005,The University of Texas Health Science Center at Houston,,NOSCHOLARPAGE
Ming Xu 0008,Tsinghua University,,NOSCHOLARPAGE
Mingchu Li,Dalian University of Technology,,NOSCHOLARPAGE
Minghao Zhao 0002,Zhejiang University,,NOSCHOLARPAGE
Mingjie Ling,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Mingliang Xu,Zhengzhou University,,NOSCHOLARPAGE
Mingming Chen,Tsinghua University,,NOSCHOLARPAGE
Mingming Zhou,Zhejiang University,,NOSCHOLARPAGE
Minh Hoang Trinh,Hanoi University of Science and Technology,,NOSCHOLARPAGE
Miranda J. Lubbers,Autonomous University of Barcelona,,NOSCHOLARPAGE
Miranda Jessica Lubbers,Autonomous University of Barcelona,,NOSCHOLARPAGE
Mireia Bolíbar,University of Bremen,,NOSCHOLARPAGE
Mirjam Kretzschmar,University of Bielefeld,,NOSCHOLARPAGE
Miruna Petrescu-Prahova,University of Washington,,NOSCHOLARPAGE
Mizanur Rahman,Florida International University,,NOSCHOLARPAGE
Mo M. Jamshidi,University of Texas at San Antonio,,NOSCHOLARPAGE
Mo-Han Hsieh,Massachusetts Institute of Technology,,NOSCHOLARPAGE
Mohamad Jaber 0001,American University of Beirut,,NOSCHOLARPAGE
Mohamed E. Abd Elaziz,Zagazig University,,NOSCHOLARPAGE
Mohamed Y. Tazkarji,Louisiana Tech University,,NOSCHOLARPAGE
Mohammad Al-Ramahi,Texas A&M University,,NOSCHOLARPAGE
Mohammad Ali Manouchehri,Shiraz University,,NOSCHOLARPAGE
Mohammad Ehsan Basiri,Shahrekord University,,NOSCHOLARPAGE
Mohammad Hossein Fazel Zarandi,Amirkabir University of Technology (Polytechnic of Tehran),,NOSCHOLARPAGE
Mohammad Javad Yazdanpanah,University of Tehran,,NOSCHOLARPAGE
Mohammad Mehedi Hassan,King Saud University,,NOSCHOLARPAGE
Mohammad Reza Nosouhi,University of Technology Sydney,,NOSCHOLARPAGE
Mohammad Sadegh Helfroush,Shiraz University,,NOSCHOLARPAGE
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,,NOSCHOLARPAGE
MohammadAmin Fazli,Sharif University of Technology,,NOSCHOLARPAGE
Mohammed Ben Said Al-Ghamdi,King Abdul Aziz University,,NOSCHOLARPAGE
Mohsen Guizani,Qatar University,,NOSCHOLARPAGE
Molly E. Brown,University of Maryland - College Park,,NOSCHOLARPAGE
Moloud Abdar,University of Quebec in Montreal,,NOSCHOLARPAGE
Mona Assarandarban,University of Cincinnati,,NOSCHOLARPAGE
Monica Bianchi,Università Cattolica del Sacro Cuore,,NOSCHOLARPAGE
Monica C. Higgins,Harvard University,,NOSCHOLARPAGE
Monica Ihli,University of Tennessee,,NOSCHOLARPAGE
Monica Tatiana Perdomo,University of Ibagué,,NOSCHOLARPAGE
Mónica del Pozo,Universidad Complutense de Madrid,,NOSCHOLARPAGE
Moo Young Choi,Seoul National University,,NOSCHOLARPAGE
Moojan Ghafurian,University of Waterloo,,NOSCHOLARPAGE
Moumita Basu,University of Engineering and Management,,NOSCHOLARPAGE
Mounir Frikha,University of Carthage,,NOSCHOLARPAGE
Muddesar Iqbal,London South Bank University,,NOSCHOLARPAGE
Muhammad Azfar Nisar,Lahore University of Management and Sciences,,NOSCHOLARPAGE
Muhammad Imran 0002,Qatar Computing Research Institute,,NOSCHOLARPAGE
Muhammad Shahrose Khan,National University of Computer and Emerging Sciences,,NOSCHOLARPAGE
Mulye Grima,Hawassa University,,NOSCHOLARPAGE
Munindar P. Singh,North Carolina State University,,NOSCHOLARPAGE
Murray Aitkin,University of Melbourne,,NOSCHOLARPAGE
Mustafa Cosar Ünal,Bilkent University,,NOSCHOLARPAGE
My T. Thai,University of Florida,,NOSCHOLARPAGE
Mykola Hayvanovych,Johns Hopkins University,,NOSCHOLARPAGE
N. Lancki,University of Chicago,,NOSCHOLARPAGE
Nadine Tamburrini,Royal Holloway University of London,,NOSCHOLARPAGE
Nahomi Ichino,University of Michigan,,NOSCHOLARPAGE
Naimisha Kolli,Indian Institute of Science,,NOSCHOLARPAGE
Naiqi Wu,Guangdong University of Technology,,NOSCHOLARPAGE
Nan Niu,University of Cincinnati,,NOSCHOLARPAGE
Nancy E. Avis,Wake Forest School of Medicine,,NOSCHOLARPAGE
Nancy P. Barnett,Brown University,,NOSCHOLARPAGE
Naoki Masuda,RIKEN Brain Science Institute,,NOSCHOLARPAGE
Naomi Braine,National Development and Research Institute,,NOSCHOLARPAGE
Nargess Tahmasbi,Pennsylvania State University,,NOSCHOLARPAGE
Natalia Zotova,Ohio State University,,NOSCHOLARPAGE
Natalie C. Cotton-Nessler,Bentley University,,NOSCHOLARPAGE
Natalie Indlekofer,University of Konstanz,,NOSCHOLARPAGE
Nathalie Del Vecchio,University Paris 2,,NOSCHOLARPAGE
Nathan Henderson,Brandon University,,NOSCHOLARPAGE
Nava Pliskin,Ben Gurion University of the Negev,,NOSCHOLARPAGE
Naveen Saini,Indian Institute of Technology Patna,,NOSCHOLARPAGE
Navneet Goyal,BITS Pilani,,NOSCHOLARPAGE
Neal Reeves,University of Southampton,,NOSCHOLARPAGE
Negar Foroutan Eghlidi,Shiraz University,,NOSCHOLARPAGE
Neha Gondal,Boston University,,NOSCHOLARPAGE
Neha P. Shah,Rutgers University,,NOSCHOLARPAGE
Nei Kato,Tohoku University,,NOSCHOLARPAGE
Neil McRoberts,University of California - Davis,,NOSCHOLARPAGE
Neil Y. Yen,University of Aizu,,NOSCHOLARPAGE
Nemi Chandra Rathore,IIT Patna,,NOSCHOLARPAGE
Neng Fan,University of Arizona,,NOSCHOLARPAGE
Ngot Bui,Pennsylvania State University,,NOSCHOLARPAGE
Nial Friel,University College Dublin,,NOSCHOLARPAGE
Nianxia Cao,Syracuse University,,NOSCHOLARPAGE
Niccolò Casnici,University of Brescia,,NOSCHOLARPAGE
Nicholas A. Ballester,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,NOSCHOLARPAGE
Nicholas A. Christakis,Yale Institute for Network Science,,NOSCHOLARPAGE
Nicholas Charron,University of Gothenburg,,NOSCHOLARPAGE
Nicholas Christakis,Harvard University,,NOSCHOLARPAGE
Nicholas Harrigan,Singapore Management University,,NOSCHOLARPAGE
Nicholas M. Harrigan,Macquarie University,,NOSCHOLARPAGE
Nicholas N. Nagle,University of Tennessee,,NOSCHOLARPAGE
Nicholas V. Findler,Arizona State University,,NOSCHOLARPAGE
Nicholas Weller,University of Southern California,,NOSCHOLARPAGE
Nicholaus J. Gati,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Nicholson T. Collier,Argonne National Laboratory,,NOSCHOLARPAGE
Nick Crossley,University of Manchester,,NOSCHOLARPAGE
Nicola Mirc,CNRS,,NOSCHOLARPAGE
Nicolás Suárez,University of Chile,,NOSCHOLARPAGE
Nicolas Tsapatsoulis,Cyprus University of Technology,,NOSCHOLARPAGE
Nicole B. Ellison,University of Michigan,,NOSCHOLARPAGE
Nicole Bohme Carnegie,York University,,NOSCHOLARPAGE
Nicolò Pecora,Catholic University,,NOSCHOLARPAGE
Nikhil Cheke,IIT Patna,,NOSCHOLARPAGE
Nikita Basov,St. Petersburg State University,,NOSCHOLARPAGE
Nikki van Gerwen,Utrecht University,,NOSCHOLARPAGE
Niklas Ravaja,University of Helsinki,,NOSCHOLARPAGE
Nikos E. Mastorakis,Technical University of Sofia,,NOSCHOLARPAGE
Nikos Tziritas,Chinese Academy of Sciences,,NOSCHOLARPAGE
Niloy Ganguly,IIT Kharagpur,,NOSCHOLARPAGE
Ning Cai 0002,Postal Scientific Research and Planning Academy,,NOSCHOLARPAGE
Ning Wang 0013,University of Oxford,,NOSCHOLARPAGE
Nirmalya Chowdhury,Jadavpur University,,NOSCHOLARPAGE
Nisheeth Joshi,Banasthali Vidyapith,,NOSCHOLARPAGE
Nitesh V. Chawla,University of Notre Dame,,NOSCHOLARPAGE
Noah E. Friedkin,University of California - Santa Barbara,,NOSCHOLARPAGE
Noel Sardana,University of Waterloo,,NOSCHOLARPAGE
Noha Alduaiji,Majmaah University,,NOSCHOLARPAGE
Noli Brazil,University of Southern California,,NOSCHOLARPAGE
Nora F. Almosaed,King Abdul Aziz University,,NOSCHOLARPAGE
Norbert Vanbeselaere,KU Leuven,,NOSCHOLARPAGE
Norbou Buchler,U.S. Army Research Laboratory,,NOSCHOLARPAGE
Norio Konno,Yokohama National University,,NOSCHOLARPAGE
Norman Braun,University of Munich,,NOSCHOLARPAGE
Norman Conti,Duquesne University,,NOSCHOLARPAGE
Norman P. Hummon,University of Pittsburgh,,NOSCHOLARPAGE
Noseong Park,University of Maryland - College Park,,NOSCHOLARPAGE
Noshir S. Contractor,Northwestern University,,NOSCHOLARPAGE
Nuttirudee Charoenruk,Chulalongkorn University,,NOSCHOLARPAGE
Nyi Nyi Htwe,Hiroshima University,,NOSCHOLARPAGE
Nynke van Miltenburg,Utrecht University,,NOSCHOLARPAGE
Nyothiri Aung,University of Science and Technology Beijing,,NOSCHOLARPAGE
Obaid Ali Al-Modaf,King Abdul Aziz University,,NOSCHOLARPAGE
Odalia Wong,Hong Kong Baptist University,,NOSCHOLARPAGE
Ofer Arazy,University of Haifa,,NOSCHOLARPAGE
Ofer Engel,London School of Economics and Political Science,,NOSCHOLARPAGE
Oishik Chatterjee,Jadavpur University,,NOSCHOLARPAGE
Olaf Flak,University of Silesia,,NOSCHOLARPAGE
Olaf N. Rank,University of Freiburg,,NOSCHOLARPAGE
Olga Kornienko,Arizona State University,,NOSCHOLARPAGE
Olivier Toubia,Columbia University,,NOSCHOLARPAGE
Oluwaseyi Feyisetan,University of Southampton,,NOSCHOLARPAGE
Omar Lizardo,University of Notre Dame,,NOSCHOLARPAGE
Omar Mehio,American University of Beirut,,NOSCHOLARPAGE
Oren Lederman,MIT Media Lab,,NOSCHOLARPAGE
Örjan Bodin,Stockholm University,,NOSCHOLARPAGE
Osei Appiah,Ohio State University,,NOSCHOLARPAGE
Osmo Mattila,University of Eastern Finland,,NOSCHOLARPAGE
Ove Frank,Stockholm University,,NOSCHOLARPAGE
P. M. Krafft,University of Oxford,,NOSCHOLARPAGE
P. Robert Duimering,University of Waterloo,,NOSCHOLARPAGE
Pablo Piedrahíta,University of Zaragoza,,NOSCHOLARPAGE
Pádraig Cunningham,University College Dublin,,NOSCHOLARPAGE
Pádraig Mac Carron,University of Oxford,,NOSCHOLARPAGE
Paige Phillips,University of Guelph,,NOSCHOLARPAGE
Pál Czobor,Semmelweis University,,NOSCHOLARPAGE
Palakorn Achananuparp,Singapore Management University,,NOSCHOLARPAGE
Palash Goyal,University of Southern California,,NOSCHOLARPAGE
Pamela A. Popielarz,University of Illinois at Chicago,,NOSCHOLARPAGE
Pamela Bilo Thomas,University of Notre Dame,,NOSCHOLARPAGE
Pamela Emanuelson,Dakota State University,,NOSCHOLARPAGE
Pamela J. Wisniewski,University of Central Florida,,NOSCHOLARPAGE
Pan Hui 0001,University of Helsinki,,NOSCHOLARPAGE
Pan Li 0001,Case Western Reserve University,,NOSCHOLARPAGE
Paola Tubaro,University of Greenwich,,NOSCHOLARPAGE
Paola Velardi,Sapienza University of Rome,,NOSCHOLARPAGE
Paola Zappa,University of Lugano,,NOSCHOLARPAGE
Paolo Bolzern,Politecnico di Milano,,NOSCHOLARPAGE
Paolo Campana,University of Cambridge,,NOSCHOLARPAGE
Paolo Parigi,Stanford University,,NOSCHOLARPAGE
Partha Pratim Roy 0001,IIT Roorkee,,NOSCHOLARPAGE
Pascal Sciarini,University of Geneva,,NOSCHOLARPAGE
Patricia B. Cerrito,University of Louisville,,NOSCHOLARPAGE
Patricia Garcia,University of Michigan,,NOSCHOLARPAGE
Patrick Benavidez,University of Texas at San Antonio,,NOSCHOLARPAGE
Patrick Doreian,University of Ljubljana,,NOSCHOLARPAGE
Patrick Janulis,Northwestern University,,NOSCHOLARPAGE
Patrick Mair,Institute for Statistics and Mathematics,,NOSCHOLARPAGE
Patrick Park,Northwestern University,,NOSCHOLARPAGE
Patrick S. Park,Cornell University,,NOSCHOLARPAGE
Patrizia Vecchi,Washington University in St. Louis,,NOSCHOLARPAGE
Patrizio Colaneri,Politecnico di Milano,,NOSCHOLARPAGE
Paul A. Beck,Ohio State University,,NOSCHOLARPAGE
Paul A. Djupe,Denison University,,NOSCHOLARPAGE
Paul Buitelaar,National University of Ireland,,NOSCHOLARPAGE
Paul D. McLean,Rutgers University,,NOSCHOLARPAGE
Paul Nieuwbeerta,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,NOSCHOLARPAGE
Paul Rad,University of Texas at San Antonio,,NOSCHOLARPAGE
Paul Wagenseller III,Arizona State University,,NOSCHOLARPAGE
Paulette Lloyd,Indiana University,,NOSCHOLARPAGE
Pauli Miettinen,University of Eastern Finland,,NOSCHOLARPAGE
Paulina Preciado,University of Oxford,,NOSCHOLARPAGE
Pauline Chou,RMIT University,,NOSCHOLARPAGE
Pauline W. Hoffmann,University at Buffalo,,NOSCHOLARPAGE
Paulo Jorge Leitão Adeodato,UFPE,,NOSCHOLARPAGE
Paulo Shakarian,Arizona State University,,NOSCHOLARPAGE
Pavel N. Krivitsky,University of Washington,,NOSCHOLARPAGE
Pawan Goyal 0002,IIT Kharagpur,,NOSCHOLARPAGE
Pawan Kumar Verma,GLA University,,NOSCHOLARPAGE
Pawel Sniatala,Poznan University of Technology,,NOSCHOLARPAGE
Pedro O. S. Vaz de Melo,Federal University of Minas Gerais,,NOSCHOLARPAGE
Pei Lv,Zhengzhou University,,NOSCHOLARPAGE
Pei-Yuan Zhou,The Hong Kong Polytechnic University,,NOSCHOLARPAGE
Peijun Ye,Chinese Academy of Sciences,,NOSCHOLARPAGE
Peikun Ni,Chinese Academy of Sciences,,NOSCHOLARPAGE
Peiyun Zhang,Anhui Normal University,,NOSCHOLARPAGE
Peng Wang 0002,Swinburne University of Technology,,NOSCHOLARPAGE
Per Block,ETH Zurich,,NOSCHOLARPAGE
Pernille Bjørn,University of Copenhagen,,NOSCHOLARPAGE
Pete Burnap,Cardiff University,,NOSCHOLARPAGE
Pete Jones,University of Manchester,,NOSCHOLARPAGE
Peter Abell,London School of Economics and Political Science,,NOSCHOLARPAGE
Peter Borm,Tilburg University,,NOSCHOLARPAGE
Peter D. Hoff,Duke University,,NOSCHOLARPAGE
Peter Elliott,Swinburne University of Technology,,NOSCHOLARPAGE
Peter Hedström,Institute for Futures Studies,,NOSCHOLARPAGE
Peter Kuppens,University of Leuven,,NOSCHOLARPAGE
Peter McMahan,University of Chicago,,NOSCHOLARPAGE
Peter Miltner,FU Berlin,,NOSCHOLARPAGE
Peter Monge,University of Southern California,,NOSCHOLARPAGE
Peter Mühlau,Trinity College Dublin,,NOSCHOLARPAGE
Peter P. Groenewegen,NIVEL: Netherlands Institute for Health Services Research,,NOSCHOLARPAGE
Peter Pal Zubcsek,University of Florida,,NOSCHOLARPAGE
Péter Soltész,Catholic University,,NOSCHOLARPAGE
Peter Tolmie,University of Siegen,,NOSCHOLARPAGE
Peter Totterdell,University of Sheffield,,NOSCHOLARPAGE
Peter V. Marsden,Harvard University,,NOSCHOLARPAGE
Peter W. Cardon,University of Southern California,,NOSCHOLARPAGE
Peter W. Eklund,Deakin University,,NOSCHOLARPAGE
Peter W. F. Smith,University of Southampton,,NOSCHOLARPAGE
Peter Willett 0001,University of Connecticut,,NOSCHOLARPAGE
Peter van der Laan,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,NOSCHOLARPAGE
Petr Matous,University of Sydney,,NOSCHOLARPAGE
Petri Parvinen,Aalto University,,NOSCHOLARPAGE
Petros A. Ioannou,University of Southern California,,NOSCHOLARPAGE
Petter Holme,Tokyo Institute of Technology,,NOSCHOLARPAGE
Philip A. Sinclair,Manchester Metropolitan University,,NOSCHOLARPAGE
Philip Andrew Sinclair,Manchester Metropolitan University,,NOSCHOLARPAGE
Philip Branch,Swinburne University of Technology,,NOSCHOLARPAGE
Philip Mohr,CSIRO,,NOSCHOLARPAGE
Philip S. Yu,University of Illinois at Chicago,,NOSCHOLARPAGE
Philipp Singer,Graz University of Technology,,NOSCHOLARPAGE
Philippa E. Pattison,University of Melbourne,,NOSCHOLARPAGE
Philippa Pattison,University of Sydney,,NOSCHOLARPAGE
Philippe Cudré-Mauroux,University of Fribourg,,NOSCHOLARPAGE
Philippe Ramirez,CNRS,,NOSCHOLARPAGE
Phillip Bonacich,University of California - Los Angeles,,NOSCHOLARPAGE
Phillip Schumm,University of Chicago,,NOSCHOLARPAGE
Piao Chen,Institute of High Performance Computing,,NOSCHOLARPAGE
Pierre Mongeau,University of Quebec in Montreal,,NOSCHOLARPAGE
Pieter-Paul Verhaeghe,Ghent University,,NOSCHOLARPAGE
Pietro Panzarasa,Queen Mary University of London,,NOSCHOLARPAGE
Pinaki Mitra,IIT Guwahati,,NOSCHOLARPAGE
Ping Deng,Southwest Jiaotong University,,NOSCHOLARPAGE
Ping-En Lu,National Tsing Hua University,,NOSCHOLARPAGE
PingSun Leung,University of Hawaii at Manoa,,NOSCHOLARPAGE
Pip Pattison,University of Melbourne,,NOSCHOLARPAGE
Po Yang 0001,Liverpool John Moores University,,NOSCHOLARPAGE
Poonam Goyal,BITS Pilani,,NOSCHOLARPAGE
Poonam Yadav,University of Cambridge,,NOSCHOLARPAGE
Poong Oh,University of Pennsylvania,,NOSCHOLARPAGE
Pouria Babvey,Stevens Institute of Technology,,NOSCHOLARPAGE
Prabhat Kumar,National Institute of Technology,,NOSCHOLARPAGE
Pradumn Kumar Pandey,IIT Roorkee,,NOSCHOLARPAGE
Pramod K. Varshney,Syracuse University,,NOSCHOLARPAGE
Pranjal Gupta,BITS Pilani,,NOSCHOLARPAGE
Prannay Khosla,IIT Kanpur,,NOSCHOLARPAGE
Prasenjit Mitra,Pennsylvania State University,,NOSCHOLARPAGE
Prasoon Gupta,National Institute of Technology,,NOSCHOLARPAGE
Prateek Agrawal,Lovely Professional University,,NOSCHOLARPAGE
Pratik Chattopadhyay,IIT (BHU) Varanasi,,NOSCHOLARPAGE
Prem Prakash Jayaraman,Swinburne University of Technology,,NOSCHOLARPAGE
Prerna Kaushik,BITS Pilani,,NOSCHOLARPAGE
Pritha Dev,Indian Institute of Management,,NOSCHOLARPAGE
Pushpak Bhattacharyya,IIT Patna,,NOSCHOLARPAGE
Qi Kang,Tongji University,,NOSCHOLARPAGE
Qi Meng,Beijing Jiaotong University,,NOSCHOLARPAGE
Qi-dong Liu,Nanyang Technological University,,NOSCHOLARPAGE
Qian Jiang,Guangdong University of Technology,,NOSCHOLARPAGE
Qian Li 0009,Chongqing University,,NOSCHOLARPAGE
Qiang He 0001,Swinburne University of Technology,,NOSCHOLARPAGE
Qiang Yang 0004,Zhejiang University,,NOSCHOLARPAGE
Qianlong Wang,Case Western Reserve University,,NOSCHOLARPAGE
Qiaohong Chen,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Qiguang Miao,Xidian University,,NOSCHOLARPAGE
Qihao Lin,Fuzhou University,,NOSCHOLARPAGE
Qing Cao,University of Tennessee,,NOSCHOLARPAGE
Qing Qing,Dalian University of Technology,,NOSCHOLARPAGE
Qing Yang 0016,Tongji University,,NOSCHOLARPAGE
